timestamp,sensor,celsius,fahrenheit,humidity,pressure,pm10,pm25,pm100,pm25_reported,pm25_avg_15,pm25_avg_60,particles_03um,particles_05um,particles_100um,particles_10um,particles_25um,particles_50um
2023-10-23 20:58:28.844024+00:00,b,24.4,76,47,1000.62,2.34,4.48,5.25,5.18,4.67,4.42,361,337,0,21,0,0
2023-10-23 20:58:28.678422+00:00,a,24.4,76,47,1000.62,2.7,4.77,6.11,5.66,5.18,5.04,399,363,0,32,0,0
2023-10-23 20:56:28.580132+00:00,b,23.9,75,48,1000.73,3.06,4.89,6.6,5.87,4.64,4.38,399,364,0,28,0,0
2023-10-23 20:56:28.401462+00:00,a,23.9,75,48,1000.73,3.41,5.43,7.17,6.76,5.23,5,443,415,0,39,0,0
2023-10-23 20:54:28.477874+00:00,b,23.9,75,48,1000.68,2.82,5.52,7.31,6.91,4.71,4.26,416,386,0,38,0,0
2023-10-23 20:54:28.279135+00:00,a,23.9,75,48,1000.68,3.41,5.73,7.26,7.26,5.3,4.88,445,415,0,37,0,0
2023-10-23 20:52:28.989803+00:00,b,23.9,75,48,1000.68,1.93,4.74,5.63,5.61,4.57,4.15,382,350,0,24,0,0
2023-10-23 20:52:28.820087+00:00,a,23.9,75,48,1000.68,2.8,5.26,6.67,6.48,5.27,4.78,423,385,0,37,0,0
2023-10-23 20:50:37.274763+00:00,b,23.9,75,48,1000.66,1.77,4.57,5.55,5.34,4.56,4.08,359,324,0,32,0,0
2023-10-23 20:50:37.162254+00:00,a,23.9,75,48,1000.66,3,4.86,5.83,5.81,5.28,4.7,414,378,0,20,0,0
2023-10-23 20:48:33.033786+00:00,b,23.9,75,48,1000.74,1.24,4.31,5.04,4.91,4.59,4.06,343,317,0,26,0,0
2023-10-23 20:48:32.939161+00:00,a,23.9,75,48,1000.74,2.4,4.75,5.73,5.64,5.3,4.69,398,372,0,37,0,0
2023-10-23 20:46:35.186035+00:00,b,23.9,75,48,1000.74,1.24,4.31,5.04,4.91,4.68,4.01,343,317,0,26,0,0
2023-10-23 20:46:34.986919+00:00,a,23.9,75,48,1000.74,2.4,4.75,5.73,5.64,5.38,4.64,398,372,0,37,0,0
2023-10-23 20:44:28.977901+00:00,b,23.9,75,48,1000.77,1.44,3.87,4.24,4.18,4.67,3.91,333,299,0,20,0,0
2023-10-23 20:44:28.780372+00:00,a,23.9,75,48,1000.77,2.15,4.97,6.15,6,5.44,4.5,381,353,0,24,0,0
2023-10-23 20:42:29.056886+00:00,b,23.9,75,48,1000.75,1.62,3.96,4.6,4.33,4.74,3.85,348,308,0,20,0,0
2023-10-23 20:42:28.926963+00:00,a,23.9,75,48,1000.75,2.46,4.76,5.72,5.65,5.43,4.48,395,362,0,27,0,0
2023-10-23 20:40:38.131137+00:00,b,23.9,75,49,1000.81,2.6,4.98,6.24,6.02,4.78,3.81,387,357,0,44,0,0
2023-10-23 20:40:38.021290+00:00,a,23.9,75,49,1000.81,2.87,5.78,7.43,7.34,5.48,4.41,411,383,0,42,0,0
2023-10-23 20:38:29.698618+00:00,b,23.9,75,49,1000.81,2.6,4.98,6.24,6.02,4.63,3.72,387,357,0,44,0,0
2023-10-23 20:38:29.579180+00:00,a,23.9,75,49,1000.81,2.87,5.78,7.43,7.34,5.31,4.26,411,383,0,42,0,0
2023-10-23 20:36:29.011694+00:00,b,23.3,74,49,1000.81,2.79,4.77,6.02,5.66,4.55,3.63,373,345,0,38,0,0
2023-10-23 20:36:28.808443+00:00,a,23.3,74,49,1000.81,3.24,5.64,7.36,7.11,5.18,4.15,414,389,0,43,0,0
2023-10-23 20:34:29.340159+00:00,b,23.9,75,49,1000.88,1.86,4.93,6.05,5.93,4.53,3.59,351,328,0,34,0,0
2023-10-23 20:34:29.199990+00:00,a,23.9,75,49,1000.88,1.85,5.1,6.23,6.21,5.04,4.09,385,354,0,24,0,0
2023-10-23 20:32:29.421809+00:00,b,23.9,75,48,1000.88,1.54,5.05,6.3,6.13,4.47,3.46,368,339,0,41,0,0
2023-10-23 20:32:29.205299+00:00,a,23.9,75,48,1000.88,3,5.35,6.65,6.62,4.96,3.98,405,378,0,33,0,0
2023-10-23 20:30:38.371145+00:00,b,23.3,74,48,1000.94,1.43,4.55,5.38,5.3,4.26,3.4,349,320,0,42,0,0
2023-10-23 20:30:38.152487+00:00,a,23.3,74,48,1000.94,2.7,5.13,6.48,6.27,4.8,3.93,394,364,0,43,0,0
2023-10-23 20:28:28.605821+00:00,b,23.9,75,48,1000.95,1.76,4.34,5.15,4.96,4.22,3.3,342,314,0,29,0,0
2023-10-23 20:28:28.447679+00:00,a,23.9,75,48,1000.95,2.43,5.01,6.15,6.07,4.76,3.81,364,343,0,29,0,0
2023-10-23 20:26:29.243619+00:00,b,23.9,75,47,1001.01,0.09,3.64,4.07,3.8,4.17,3.25,305,286,0,10,0,0
2023-10-23 20:26:29.114729+00:00,a,23.9,75,47,1001.01,1.33,4.46,5.25,5.15,4.7,3.76,357,331,0,35,0,0
2023-10-23 20:24:30.291291+00:00,b,23.9,75,48,1000.96,0.77,3.75,4,3.98,4.25,3.22,316,298,0,15,0,0
2023-10-23 20:24:30.198229+00:00,a,23.9,75,48,1000.96,1.6,4.42,5.3,5.09,4.77,3.69,359,336,0,24,0,0
2023-10-23 20:22:28.443421+00:00,b,23.9,75,48,1000.98,1.83,4.51,5.48,5.24,4.46,3.18,339,318,0,31,0,0
2023-10-23 20:22:28.319395+00:00,a,23.9,75,48,1000.98,2.09,4.89,5.96,5.87,4.9,3.62,379,363,0,34,0,0
2023-10-23 20:20:38.182772+00:00,b,23.9,75,48,1000.98,1.83,4.51,5.48,5.24,4.39,3.13,339,318,0,31,0,0
2023-10-23 20:20:38.044507+00:00,a,23.9,75,48,1000.98,2.09,4.89,5.96,5.87,4.94,3.58,379,363,0,34,0,0
2023-10-23 20:18:31.155425+00:00,b,23.9,75,48,1001,0.87,4.31,4.91,4.91,4.33,3.06,302,282,0,31,0,0
2023-10-23 20:18:30.968710+00:00,a,23.9,75,48,1001,2.13,4.29,4.98,4.87,5,3.52,365,338,0,31,0,0
2023-10-23 20:16:29.321785+00:00,b,24.4,76,48,1001.06,1.02,3.73,4.06,3.94,4.26,2.99,303,286,0,14,0,0
2023-10-23 20:16:29.233380+00:00,a,24.4,76,48,1001.06,1.35,4.18,5.28,4.7,5.17,3.49,354,316,0,24,0,0
2023-10-23 20:14:28.098552+00:00,b,23.9,75,49,1001.02,1.43,4.38,5.15,5.02,4.23,2.94,330,314,0,34,0,0
2023-10-23 20:14:27.939791+00:00,a,23.9,75,49,1001.02,1.63,4.88,6.02,5.85,5.12,3.44,380,341,0,31,0,0
2023-10-23 20:12:28.240075+00:00,b,23.9,75,49,1001.02,1.43,4.38,5.15,5.02,4.06,2.88,330,314,0,34,0,0
2023-10-23 20:12:28.135194+00:00,a,23.9,75,49,1001.02,1.63,4.88,6.02,5.85,4.92,3.39,380,341,0,31,0,0
2023-10-23 20:10:37.691612+00:00,b,23.9,75,49,1000.96,1.3,4.23,4.89,4.77,3.82,2.83,347,321,0,31,0,0
2023-10-23 20:10:37.517683+00:00,a,23.9,75,49,1000.96,1.78,5.07,6.3,6.17,4.73,3.34,397,352,0,42,0,0
2023-10-23 20:08:28.492530+00:00,b,23.3,74,49,1001.02,2.04,4.89,5.87,5.87,3.67,2.78,353,323,0,44,0,0
2023-10-23 20:08:28.363592+00:00,a,23.3,74,49,1001.02,2.52,5.1,6.46,6.21,4.5,3.27,391,349,0,43,0,0
2023-10-23 20:06:30.401981+00:00,b,23.3,74,49,1000.97,0.7,3.93,4.39,4.28,3.32,2.7,322,295,0,21,0,0
2023-10-23 20:06:30.286632+00:00,a,23.3,74,49,1000.97,3.02,5.23,6.57,6.43,4.25,3.2,481,416,0,39,0,0
2023-10-23 20:04:30.455439+00:00,b,23.3,74,49,1000.97,1.2,4.18,5.11,4.7,3.19,2.68,313,295,0,33,0,0
2023-10-23 20:04:30.231330+00:00,a,23.3,74,49,1000.97,4,5.75,7.28,7.28,4.01,3.15,550,449,0,30,0,0
2023-10-23 20:02:28.735462+00:00,b,23.3,74,49,1000.97,1.2,4.18,5.11,4.7,3.01,2.64,313,295,0,33,0,0
2023-10-23 20:02:28.582830+00:00,a,23.3,74,49,1000.97,4,5.75,7.28,7.28,3.68,3.06,550,449,0,30,0,0
2023-10-23 20:00:38.106609+00:00,b,23.3,74,50,1000.99,0,3.04,3.22,2.8,2.72,2.62,268,246,0,17,0,0
2023-10-23 20:00:37.992472+00:00,a,23.3,74,50,1000.99,0.71,3.32,3.27,3.27,3.08,2.97,292,269,0,15,0,0
2023-10-23 19:58:28.220655+00:00,b,23.3,74,50,1000.99,0,3.04,3.22,2.8,2.68,2.63,268,246,0,17,0,0
2023-10-23 19:58:28.051295+00:00,a,23.3,74,50,1000.99,0.71,3.32,3.27,3.27,2.98,2.98,292,269,0,15,0,0
2023-10-23 19:56:28.346616+00:00,b,23.3,74,50,1000.97,0.17,2.54,2.11,1.98,2.51,2.63,242,226,0,4,0,0
2023-10-23 19:56:28.199212+00:00,a,23.3,74,50,1000.97,1.02,3.22,3.21,3.1,2.81,2.99,261,244,0,7,0,0
2023-10-23 19:54:30.007464+00:00,b,23.3,74,50,1000.97,0.17,2.54,2.11,1.98,2.45,2.63,242,226,0,4,0,0
2023-10-23 19:54:29.894984+00:00,a,23.3,74,50,1000.97,1.02,3.22,3.21,3.1,2.73,2.98,261,244,0,7,0,0
2023-10-23 19:52:29.765104+00:00,b,23.3,74,51,1001.07,0,2.72,2.76,2.28,2.44,2.64,238,220,0,2,0,0
2023-10-23 19:52:29.598827+00:00,a,23.3,74,51,1001.07,0.02,3,2.74,2.74,2.69,2.97,266,246,0,7,0,0
2023-10-23 19:50:37.885407+00:00,b,23.3,74,51,1001.07,0,2.72,2.76,2.28,2.37,2.68,238,220,0,2,0,0
2023-10-23 19:50:37.730222+00:00,a,23.3,74,51,1001.07,0.02,3,2.74,2.74,2.62,2.99,266,246,0,7,0,0
2023-10-23 19:48:29.065079+00:00,b,22.8,73,51,1001.23,0,2.77,2.56,2.36,2.3,2.72,249,230,0,12,0,0
2023-10-23 19:48:28.906274+00:00,a,22.8,73,51,1001.23,0,3.04,3,2.81,2.56,3.02,255,241,0,4,0,0
2023-10-23 19:46:29.155864+00:00,b,22.8,73,51,1001.17,0,2.66,2.18,2.18,2.24,2.71,237,222,0,2,0,0
2023-10-23 19:46:29.072917+00:00,a,22.8,73,51,1001.17,0,2.58,2.23,2.04,2.52,3.01,242,225,0,2,0,0
2023-10-23 19:44:33.095098+00:00,b,22.8,73,51,1001.19,0,2.67,2.29,2.2,2.22,2.73,222,212,0,3,0,0
2023-10-23 19:44:32.955416+00:00,a,22.8,73,51,1001.19,0,2.5,1.94,1.91,2.55,3.04,235,218,0,2,0,0
2023-10-23 19:42:29.099270+00:00,b,22.2,72,51,1001.21,0,2.01,1.55,1.11,2.15,2.72,223,210,0,1,0,0
2023-10-23 19:42:28.915541+00:00,a,22.2,72,51,1001.21,0,2.06,1.18,1.18,2.51,3.05,225,213,0,0,0,0
2023-10-23 19:40:38.141527+00:00,b,22.8,73,52,1001.29,0,2.07,1.43,1.2,2.22,2.75,227,213,0,2,0,0
2023-10-23 19:40:37.896879+00:00,a,22.8,73,52,1001.29,0.23,2.55,2.04,2,2.61,3.12,239,222,0,1,0,0
2023-10-23 19:38:30.279942+00:00,b,22.2,72,52,1001.3,0,2.33,1.64,1.64,2.3,2.78,227,215,0,2,0,0
2023-10-23 19:38:30.115585+00:00,a,22.2,72,52,1001.3,0,3.03,2.98,2.79,2.7,3.14,257,237,0,7,0,0
2023-10-23 19:36:29.589224+00:00,b,22.2,72,52,1001.3,0,2.21,1.57,1.43,2.33,2.79,233,218,0,2,0,0
2023-10-23 19:36:29.457763+00:00,a,22.2,72,52,1001.3,0,2.42,2.02,1.78,2.62,3.13,236,218,0,0,0,0
2023-10-23 19:34:28.481353+00:00,b,22.2,72,53,1001.34,0,2.13,1.37,1.3,2.36,2.81,215,204,0,3,0,0
2023-10-23 19:34:28.253694+00:00,a,22.2,72,53,1001.34,0,2.54,2.05,1.98,2.76,3.16,234,214,0,5,0,0
2023-10-23 19:32:30.419093+00:00,b,22.2,72,53,1001.4,0,2.32,1.96,1.62,2.42,2.84,226,210,0,4,0,0
2023-10-23 19:32:30.230539+00:00,a,22.2,72,53,1001.4,0,3.05,2.89,2.82,2.92,3.19,240,224,0,12,0,0
2023-10-23 19:30:36.750625+00:00,b,22.2,72,52,1001.45,0,2.48,1.89,1.89,2.45,2.86,211,203,0,5,0,0
2023-10-23 19:30:36.568277+00:00,a,22.2,72,52,1001.45,0,2.83,2.46,2.46,2.9,3.2,230,223,0,2,0,0
2023-10-23 19:28:32.293381+00:00,b,22.2,72,53,1001.52,0,2.54,2.04,1.98,2.44,2.87,218,203,0,1,0,0
2023-10-23 19:28:32.143782+00:00,a,22.2,72,53,1001.52,0,2.52,2.06,1.94,2.84,3.21,237,218,0,4,0,0
2023-10-23 19:26:28.558267+00:00,b,22.2,72,53,1001.52,0,2.54,2.04,1.98,2.44,2.89,218,203,0,1,0,0
2023-10-23 19:26:28.436787+00:00,a,22.2,72,53,1001.52,0,2.52,2.06,1.94,2.93,3.23,237,218,0,4,0,0
2023-10-23 19:24:28.960397+00:00,b,22.2,72,53,1001.46,0,2.58,2.22,2.04,2.41,2.9,231,210,0,7,0,0
2023-10-23 19:24:28.785137+00:00,a,22.2,72,53,1001.46,0,2.9,2.57,2.57,3.02,3.26,231,219,0,4,0,0
2023-10-23 19:22:30.469301+00:00,b,21.7,71,54,1000.92,0,2.59,2.26,2.07,2.47,2.91,215,205,0,1,0,0
2023-10-23 19:22:30.286079+00:00,a,21.7,71,54,1000.92,0,2.83,2.93,2.46,3.02,3.28,238,217,0,11,0,0
2023-10-23 19:20:36.665429+00:00,b,21.7,71,54,1001.38,0,2.51,1.98,1.93,2.54,2.91,227,210,0,1,0,0
2023-10-23 19:20:36.488466+00:00,a,21.7,71,54,1001.38,0,3.48,3.53,3.53,3.12,3.3,249,236,0,19,0,0
2023-10-23 19:18:28.683108+00:00,b,21.7,71,54,1001.38,0,2.51,1.98,1.93,2.63,2.93,227,210,0,1,0,0
2023-10-23 19:18:28.460795+00:00,a,21.7,71,54,1001.38,0,3.48,3.53,3.53,3.09,3.29,249,236,0,19,0,0
2023-10-23 19:16:28.802861+00:00,b,21.7,71,54,1001.44,0,2.43,2.17,1.8,2.76,2.94,235,215,0,1,0,0
2023-10-23 19:16:28.638547+00:00,a,21.7,71,54,1001.44,0,3.03,3.17,2.79,3.09,3.28,237,217,0,18,0,0
2023-10-23 19:14:28.776103+00:00,b,21.7,71,55,1001.5,0,2.35,1.84,1.67,2.86,2.95,234,218,0,8,0,0
2023-10-23 19:14:28.601707+00:00,a,21.7,71,55,1001.5,0,2.58,2.33,2.04,3.14,3.27,236,216,0,8,0,0
2023-10-23 19:12:30.078495+00:00,b,21.7,71,54,1001.5,0,2.56,2.11,2.02,3,2.98,234,219,0,2,0,0
2023-10-23 19:12:29.874019+00:00,a,21.7,71,54,1001.5,0,3.18,3.37,3.04,3.32,3.31,247,237,0,6,0,0
2023-10-23 19:10:37.390113+00:00,b,21.7,71,55,1001.49,0,2.32,1.78,1.61,3.07,2.98,226,215,0,13,0,0
2023-10-23 19:10:37.211252+00:00,a,21.7,71,55,1001.49,0,2.99,3,2.73,3.36,3.3,240,222,0,1,0,0
2023-10-23 19:08:28.454803+00:00,b,21.7,71,55,1001.55,0,3.04,3.14,2.8,3.18,3.02,249,236,0,3,0,0
2023-10-23 19:08:28.275827+00:00,a,21.7,71,55,1001.55,0.21,2.99,2.79,2.72,3.38,3.29,256,238,0,5,0,0
2023-10-23 19:06:29.480137+00:00,b,21.1,70,56,1001.52,0,3.21,3.34,3.09,3.3,3.03,251,233,0,19,0,0
2023-10-23 19:06:29.381025+00:00,a,21.1,70,56,1001.52,0.17,3.22,3.17,3.1,3.49,3.31,277,254,0,10,0,0
2023-10-23 19:04:29.323633+00:00,b,21.1,70,56,1001.52,0,3.21,3.34,3.09,3.38,3.03,251,233,0,19,0,0
2023-10-23 19:04:29.197028+00:00,a,21.1,70,56,1001.52,0.17,3.22,3.17,3.1,3.54,3.32,277,254,0,10,0,0
2023-10-23 19:02:28.188072+00:00,b,21.1,70,55,1001.47,0.11,3.59,3.83,3.72,3.37,3.07,275,250,0,21,0,0
2023-10-23 19:02:28.078845+00:00,a,21.1,70,55,1001.47,0.27,3.72,4.09,3.93,3.54,3.36,279,261,0,24,0,0
2023-10-23 19:00:38.723801+00:00,b,21.7,71,56,1001.62,0.09,3.28,3.39,3.2,3.19,3.06,259,235,0,24,0,0
2023-10-23 19:00:38.543068+00:00,a,21.7,71,56,1001.62,0.38,3.75,3.98,3.98,3.5,3.36,276,258,0,24,0,0
2023-10-23 18:58:29.020357+00:00,b,21.1,70,55,1001.59,0.04,3.3,3.56,3.24,3.19,3.08,268,246,0,15,0,0
2023-10-23 18:58:28.877178+00:00,a,21.1,70,55,1001.59,0.33,3.64,3.8,3.8,3.45,3.38,259,247,0,35,0,0
2023-10-23 18:56:30.195198+00:00,b,21.1,70,55,1001.59,0.04,3.3,3.56,3.24,3.15,3.07,268,246,0,15,0,0
2023-10-23 18:56:30.054014+00:00,a,21.1,70,55,1001.59,0.33,3.64,3.8,3.8,3.46,3.37,259,247,0,35,0,0
2023-10-23 18:54:28.909549+00:00,b,21.7,71,56,1001.64,0.04,2.76,2.72,2.34,3.04,3.09,255,234,0,10,0,0
2023-10-23 18:54:28.773363+00:00,a,21.7,71,56,1001.64,0.29,3.13,3,2.96,3.35,3.4,251,238,0,12,0,0
2023-10-23 18:52:29.202280+00:00,b,21.1,70,57,1001.55,0.11,3.88,4.43,4.2,3.16,3.13,282,269,0,22,0,0
2023-10-23 18:52:29.129836+00:00,a,21.1,70,57,1001.55,0,3.68,4.49,3.87,3.36,3.42,277,261,0,26,0,0
2023-10-23 18:50:36.865674+00:00,b,21.1,70,57,1001.55,0.11,3.88,4.43,4.2,2.99,3.18,282,269,0,22,0,0
2023-10-23 18:50:36.733032+00:00,a,21.1,70,57,1001.55,0,3.68,4.49,3.87,3.33,3.45,277,261,0,26,0,0
2023-10-23 18:48:28.968128+00:00,b,21.1,70,56,1001.5,0,2.81,2.73,2.43,2.8,3.18,256,239,0,14,0,0
2023-10-23 18:48:28.824648+00:00,a,21.1,70,56,1001.5,0,2.86,3.19,2.51,3.19,3.45,258,246,0,3,0,0
2023-10-23 18:46:29.630687+00:00,b,21.7,71,56,1001.58,0,2.38,1.72,1.72,2.76,3.24,243,218,0,8,0,0
2023-10-23 18:46:29.497536+00:00,a,21.7,71,56,1001.58,0,3.38,3.59,3.37,3.3,3.52,258,244,0,9,0,0
2023-10-23 18:44:33.417610+00:00,b,21.1,70,56,1001.63,0,3.25,3.3,3.15,2.89,3.29,257,236,0,18,0,0
2023-10-23 18:44:33.245397+00:00,a,21.1,70,56,1001.63,0,3.43,3.57,3.46,3.31,3.53,250,233,0,12,0,0
2023-10-23 18:42:28.999917+00:00,b,21.1,70,56,1001.66,0.41,3.02,2.95,2.77,2.83,3.32,236,218,0,10,0,0
2023-10-23 18:42:28.825031+00:00,a,21.1,70,56,1001.66,0,3.76,4.11,4,3.31,3.57,257,241,0,18,0,0
2023-10-23 18:40:37.319016+00:00,b,21.1,70,56,1001.62,0.11,2.75,2.36,2.33,2.79,3.4,231,215,0,10,0,0
2023-10-23 18:40:37.128046+00:00,a,21.1,70,56,1001.62,0,3.02,2.93,2.78,3.18,3.67,242,229,0,1,0,0
2023-10-23 18:38:28.679479+00:00,b,21.1,70,56,1001.63,0,2.96,2.67,2.67,2.84,3.43,249,232,0,4,0,0
2023-10-23 18:38:28.537919+00:00,a,21.1,70,56,1001.63,0,2.91,2.7,2.59,3.21,3.69,256,237,0,6,0,0
2023-10-23 18:36:31.794703+00:00,b,21.1,70,56,1001.72,0,2.58,2.37,2.04,2.79,3.46,237,215,0,3,0,0
2023-10-23 18:36:31.681012+00:00,a,21.1,70,56,1001.72,0,3.38,3.59,3.37,3.29,3.75,243,230,0,18,0,0
2023-10-23 18:34:28.575599+00:00,b,21.1,70,56,1001.73,0,2.99,3.05,2.72,2.84,3.55,234,223,0,13,0,0
2023-10-23 18:34:28.394469+00:00,a,21.1,70,56,1001.73,0,3.13,3.19,2.96,3.24,3.79,247,237,0,11,0,0
2023-10-23 18:32:29.416498+00:00,b,21.1,70,56,1001.7,0,2.84,2.63,2.48,2.83,3.56,238,227,0,12,0,0
2023-10-23 18:32:29.215591+00:00,a,21.1,70,56,1001.7,0,3.43,3.56,3.46,3.28,3.82,256,237,0,10,0,0
2023-10-23 18:30:35.748079+00:00,b,21.1,70,56,1001.7,0,2.84,2.63,2.48,2.84,3.65,238,227,0,12,0,0
2023-10-23 18:30:35.639811+00:00,a,21.1,70,56,1001.7,0,3.43,3.56,3.46,3.26,3.91,256,237,0,10,0,0
2023-10-23 18:28:28.802854+00:00,b,21.7,71,56,1001.72,0,2.9,2.64,2.57,2.84,3.67,239,217,0,6,0,0
2023-10-23 18:28:28.641898+00:00,a,21.7,71,56,1001.72,0,3.18,3.4,3.04,3.21,3.92,240,234,0,13,0,0
2023-10-23 18:26:29.033312+00:00,b,21.7,71,56,1001.72,0,2.9,2.64,2.57,2.84,3.72,239,217,0,6,0,0
2023-10-23 18:26:28.818534+00:00,a,21.7,71,56,1001.72,0,3.18,3.4,3.04,3.21,3.96,240,234,0,13,0,0
2023-10-23 18:24:27.726047+00:00,b,21.1,70,57,1001.81,0,3.01,2.82,2.76,2.87,3.79,243,231,0,17,0,0
2023-10-23 18:24:27.585542+00:00,a,21.1,70,57,1001.81,0.68,3.39,3.55,3.38,3.22,4.04,250,236,0,16,0,0
2023-10-23 18:22:31.514787+00:00,b,21.1,70,57,1001.81,0,2.77,2.55,2.36,2.86,3.81,248,225,0,3,0,0
2023-10-23 18:22:31.326784+00:00,a,21.1,70,57,1001.81,0,3.19,3.06,3.06,3.13,4.06,246,229,0,21,0,0
2023-10-23 18:20:37.308515+00:00,b,21.1,70,57,1001.81,0,2.77,2.55,2.36,2.93,3.9,248,225,0,3,0,0
2023-10-23 18:20:37.144583+00:00,a,21.1,70,57,1001.81,0,3.19,3.06,3.06,3.2,4.13,246,229,0,21,0,0
2023-10-23 18:18:28.716406+00:00,b,21.1,70,57,1001.78,0,2.99,2.76,2.72,3.05,3.96,251,227,0,15,0,0
2023-10-23 18:18:28.588000+00:00,a,21.1,70,57,1001.78,0,3.2,3.91,3.07,3.26,4.19,244,231,0,11,0,0
2023-10-23 18:16:28.886415+00:00,b,21.1,70,58,1001.81,0,2.88,2.74,2.54,3.11,3.99,241,225,0,11,0,0
2023-10-23 18:16:28.743509+00:00,a,21.1,70,58,1001.81,0,3.31,3.25,3.25,3.33,4.23,255,246,0,16,0,0
2023-10-23 18:14:30.192951+00:00,b,21.1,70,58,1001.75,0,2.85,3.02,2.5,3.18,4.03,241,224,0,15,0,0
2023-10-23 18:14:30.042186+00:00,a,21.1,70,58,1001.75,0,3.18,3.13,3.04,3.38,4.26,252,239,0,14,0,0
2023-10-23 18:12:28.249377+00:00,b,21.1,70,58,1001.75,0,2.85,3.02,2.5,3.31,4.08,241,224,0,15,0,0
2023-10-23 18:12:28.067929+00:00,a,21.1,70,58,1001.75,0,3.18,3.13,3.04,3.51,4.32,252,239,0,14,0,0
2023-10-23 18:10:36.464660+00:00,b,21.1,70,59,1001.82,0,3.08,3.17,2.87,3.44,4.14,245,232,0,24,0,0
2023-10-23 18:10:36.303515+00:00,a,21.1,70,59,1001.82,0,3.1,3.19,2.91,3.62,4.37,248,227,0,6,0,0
2023-10-23 18:08:29.776638+00:00,b,20.6,69,60,1001.85,0.02,3.11,3.11,2.93,3.52,4.2,243,227,0,22,0,0
2023-10-23 18:08:29.670220+00:00,a,20.6,69,60,1001.85,0,2.79,2.51,2.4,3.71,4.42,255,238,0,12,0,0
2023-10-23 18:06:28.997855+00:00,b,20.6,69,61,1001.85,0.11,3.36,3.72,3.33,3.63,4.23,278,252,0,24,0,0
2023-10-23 18:06:28.818671+00:00,a,20.6,69,61,1001.85,0,3.74,4.11,3.96,3.95,4.49,281,263,0,21,0,0
2023-10-23 18:04:29.010486+00:00,b,20,68,61,1001.89,0,3.54,3.86,3.63,3.81,4.26,290,259,0,30,0,0
2023-10-23 18:04:28.836645+00:00,a,20,68,61,1001.89,0,3.71,3.91,3.91,4,4.51,281,259,0,17,0,0
2023-10-23 18:02:28.884640+00:00,b,20,68,61,1001.89,0,3.54,3.86,3.63,3.96,4.28,290,259,0,30,0,0
2023-10-23 18:02:28.720321+00:00,a,20,68,61,1001.89,0,3.71,3.91,3.91,4.06,4.54,281,259,0,17,0,0
2023-10-23 18:00:39.011922+00:00,b,20,68,61,1001.92,0,3.45,3.5,3.48,4.14,4.29,268,254,0,6,0,0
2023-10-23 18:00:38.865189+00:00,a,20,68,61,1001.92,0,3.75,4.43,3.98,4.19,4.56,284,271,0,29,0,0
2023-10-23 17:58:30.117573+00:00,b,20,68,62,1001.99,0.33,3.93,4.8,4.28,4.28,4.32,290,274,0,27,0,0
2023-10-23 17:58:29.950182+00:00,a,20,68,62,1001.99,0,4.23,4.98,4.77,4.33,4.59,299,282,0,36,0,0
2023-10-23 17:56:29.905707+00:00,b,20,68,62,1002.01,0,3.71,4.48,3.91,4.34,4.31,300,265,0,33,0,0
2023-10-23 17:56:29.703719+00:00,a,20,68,62,1002.01,0.23,4.09,4.69,4.54,4.47,4.57,292,271,0,27,0,0
2023-10-23 17:54:29.137249+00:00,b,20,68,62,1002.01,0,3.71,4.48,3.91,4.44,4.31,300,265,0,33,0,0
2023-10-23 17:54:28.994759+00:00,a,20,68,62,1002.01,0.23,4.09,4.69,4.54,4.64,4.56,292,271,0,27,0,0
2023-10-23 17:52:28.182920+00:00,b,20,68,63,1002.03,0.48,3.86,4.24,4.17,4.51,4.29,284,266,0,26,0,0
2023-10-23 17:52:28.049561+00:00,a,20,68,63,1002.03,0.45,4.09,4.79,4.55,4.67,4.53,283,264,0,33,0,0
2023-10-23 17:50:38.254941+00:00,b,20,68,63,1002.02,1.52,4.68,6.07,5.52,4.62,4.33,306,285,0,37,0,0
2023-10-23 17:50:38.068625+00:00,a,20,68,63,1002.02,0,4.12,4.59,4.59,4.71,4.55,302,284,0,36,0,0
2023-10-23 17:48:29.055509+00:00,b,20,68,63,1001.9,1.43,4.69,5.96,5.54,4.56,4.26,311,295,0,36,0,0
2023-10-23 17:48:28.939813+00:00,a,20,68,63,1001.9,0.3,4.23,5.26,4.78,4.74,4.51,306,287,0,33,0,0
2023-10-23 17:46:32.062197+00:00,b,19.4,67,63,1001.96,1.02,5.06,6.37,6.15,4.56,4.26,323,311,0,47,0,0
2023-10-23 17:46:31.885775+00:00,a,19.4,67,63,1001.96,0.06,4.71,5.68,5.57,4.9,4.53,322,300,0,35,0,0
2023-10-23 17:44:27.764794+00:00,b,20,68,63,1002.02,0.33,4.28,4.93,4.85,4.43,4.16,313,281,0,35,0,0
2023-10-23 17:44:27.599417+00:00,a,20,68,63,1002.02,0.96,4.51,5.24,5.24,4.88,4.49,304,288,0,44,0,0
2023-10-23 17:42:28.239834+00:00,b,20,68,63,1001.99,0.62,4.51,5.53,5.23,4.45,4.13,314,293,0,46,0,0
2023-10-23 17:42:28.057581+00:00,a,20,68,63,1001.99,1.57,5.44,6.98,6.77,4.96,4.47,330,317,0,51,0,0
2023-10-23 17:40:37.781160+00:00,b,20,68,63,1001.99,0.62,4.51,5.53,5.23,4.42,4.12,314,293,0,46,0,0
