year,month,day,hour,minute,sensor_index,pm2.5_alt,humidity,temperature
2023,10,16,14,0,163173,1.46,30.733333333333334,81.0
2023,10,16,14,30,163173,1.3866666666666667,30.0,81.0
2023,10,16,15,0,163173,1.2199999999999998,30.266666666666666,80.93333333333334
2023,10,16,15,30,163173,1.14,31.866666666666667,80.86666666666666
2023,10,16,16,0,163173,1.4000000000000001,32.8,81.0
2023,10,16,16,30,163173,0.8800000000000001,31.6,81.0
2023,10,16,17,0,163173,0.5666666666666667,33.6,81.0
2023,10,16,17,30,163173,0.5133333333333332,33.333333333333336,81.0
2023,10,16,18,0,163173,0.5866666666666666,33.0,80.66666666666667
2023,10,16,18,30,163173,0.6333333333333333,33.266666666666666,80.13333333333334
2023,10,16,19,0,163173,0.42666666666666664,33.53333333333333,80.06666666666666
2023,10,16,19,30,163173,0.3333333333333333,35.46666666666667,80.0
2023,10,16,20,0,163173,0.33333333333333326,37.06666666666667,80.06666666666666
2023,10,16,20,30,163173,0.29999999999999993,37.666666666666664,80.66666666666667
2023,10,16,21,0,163173,0.27999999999999997,39.53333333333333,79.93333333333334
2023,10,16,21,30,163173,0.5066666666666666,40.4,79.8
2023,10,16,22,0,163173,0.9333333333333335,41.2,79.66666666666667
2023,10,16,22,30,163173,0.2666666666666667,41.53333333333333,79.8
2023,10,16,23,0,163173,0.21333333333333335,42.0,80.0
2023,10,16,23,30,163173,0.2066666666666667,42.53333333333333,79.33333333333333
2023,10,17,0,0,163173,0.2533333333333333,43.46666666666667,79.0
2023,10,17,0,30,163173,0.28666666666666657,44.0,79.0
2023,10,17,1,0,163173,0.36666666666666675,44.0,79.0
2023,10,17,1,30,163173,0.36,44.0,79.0
2023,10,17,2,0,163173,0.4333333333333334,44.733333333333334,79.0
2023,10,17,2,30,163173,0.4133333333333334,45.0,78.8
2023,10,17,3,0,163173,0.46,45.0,78.0
2023,10,17,3,30,163173,0.5066666666666666,45.13333333333333,78.0
2023,10,17,4,0,163173,0.5533333333333332,45.86666666666667,78.0
2023,10,17,4,30,163173,0.5399999999999998,46.0,78.0
2023,10,17,5,0,163173,0.5866666666666666,45.93333333333333,78.0
2023,10,17,5,30,163173,0.6666666666666665,45.13333333333333,78.0
2023,10,17,6,0,163173,0.74,45.0,78.0
2023,10,17,6,30,163173,0.8000000000000002,45.0,77.13333333333334
2023,10,17,7,0,163173,0.9533333333333335,45.0,77.0
2023,10,17,7,30,163173,1.0799999999999998,45.0,77.0
2023,10,17,8,0,163173,1.0933333333333333,45.6,77.0
2023,10,17,8,30,163173,1.3866666666666665,46.0,77.0
2023,10,17,9,0,163173,1.28,45.93333333333333,77.46666666666667
2023,10,17,9,30,163173,1.3133333333333332,44.4,78.73333333333333
2023,10,17,10,0,163173,2.3866666666666663,42.333333333333336,80.0
2023,10,17,10,30,163173,2.953333333333333,40.666666666666664,80.86666666666666
2023,10,17,11,0,163173,3.3466666666666667,38.266666666666666,81.86666666666666
2023,10,17,11,30,163173,6.566666666666666,35.46666666666667,82.06666666666666
2023,10,17,12,0,163173,5.986666666666667,33.666666666666664,82.93333333333334
2023,10,17,12,30,163173,4.313333333333333,33.0,84.0
2023,10,17,13,0,163173,6.2,32.0,83.86666666666666
2023,10,17,13,30,163173,5.3133333333333335,32.4,83.0
2023,10,17,14,0,163173,4.873333333333333,33.0,83.0
2023,10,17,14,30,163173,4.233333333333334,34.0,83.0
2023,10,17,15,0,163173,4.426666666666667,34.0,83.0
2023,10,17,15,30,163173,3.386666666666666,33.733333333333334,83.0
2023,10,17,16,0,163173,3.5333333333333328,33.0,83.0
