year,month,day,hour,minute,sensor_index,pm2.5_alt,humidity,temperature
2023,10,22,8,30,155565,4.0200000000000005,52.0,69.6
2023,10,22,9,0,155565,4.366666666666666,51.46666666666667,70.0
2023,10,22,9,30,155565,4.446666666666667,49.333333333333336,71.2
2023,10,22,10,0,155565,3.5533333333333332,48.13333333333333,72.93333333333334
2023,10,22,10,30,155565,2.4999999999999996,47.6,75.4
2023,10,22,11,0,155565,1.48,39.06666666666667,84.6
2023,10,22,11,30,155565,1.6933333333333331,34.53333333333333,87.4
2023,10,22,12,0,155565,1.38,36.86666666666667,84.26666666666667
2023,10,22,12,30,155565,1.2933333333333332,38.0,83.06666666666666
2023,10,22,13,0,155565,1.2266666666666663,37.53333333333333,83.86666666666666
2023,10,22,13,30,155565,1.04,35.733333333333334,85.6
2023,10,22,14,0,155565,0.7333333333333332,30.8,90.33333333333333
2023,10,22,14,30,155565,0.5933333333333332,29.4,90.13333333333334
2023,10,22,15,0,155565,0.5733333333333331,32.46666666666667,86.86666666666666
2023,10,22,15,30,155565,0.20000000000000007,46.0,78.0
2023,10,22,16,0,155565,0.29999999999999993,57.666666666666664,73.66666666666667
2023,10,22,16,30,155565,0.08666666666666668,55.6,75.46666666666667
2023,10,22,17,0,155565,0.0,50.733333333333334,78.13333333333334
2023,10,22,17,30,155565,0.15333333333333335,51.53333333333333,78.13333333333334
2023,10,22,18,0,155565,0.013333333333333334,51.333333333333336,76.0
2023,10,22,18,30,155565,0.060000000000000005,52.2,73.93333333333334
2023,10,22,19,0,155565,0.0,53.2,72.66666666666667
2023,10,22,19,30,155565,0.03333333333333333,55.13333333333333,70.93333333333334
2023,10,22,20,0,155565,0.03333333333333333,56.666666666666664,70.06666666666666
2023,10,22,20,30,155565,0.013333333333333334,57.666666666666664,70.0
2023,10,22,21,0,155565,0.013333333333333334,57.2,70.33333333333333
2023,10,22,21,30,155565,0.04666666666666666,56.666666666666664,71.0
2023,10,22,22,0,155565,0.0,58.06666666666667,70.73333333333333
2023,10,22,22,30,155565,0.0,60.333333333333336,69.4
2023,10,22,23,0,155565,0.0,62.53333333333333,68.86666666666666
2023,10,22,23,30,155565,0.006666666666666667,64.13333333333334,68.26666666666667
2023,10,23,0,0,155565,0.05999999999999999,64.86666666666666,67.33333333333333
2023,10,23,0,30,155565,0.11333333333333336,67.66666666666667,67.0
2023,10,23,1,0,155565,0.1733333333333333,67.53333333333333,67.0
2023,10,23,1,30,155565,0.22000000000000008,65.6,67.0
2023,10,23,2,0,155565,0.3466666666666667,65.13333333333334,67.8
2023,10,23,2,30,155565,0.4000000000000001,65.33333333333333,67.4
2023,10,23,3,0,155565,0.5199999999999999,66.66666666666667,67.0
2023,10,23,3,30,155565,0.8533333333333335,67.0,66.0
2023,10,23,4,0,155565,1.0333333333333334,67.0,66.0
2023,10,23,4,30,155565,1.1,66.73333333333333,65.4
2023,10,23,5,0,155565,2.546666666666667,68.6,63.93333333333333
2023,10,23,5,30,155565,2.6733333333333333,70.46666666666667,63.666666666666664
2023,10,23,6,0,155565,2.46,70.33333333333333,63.666666666666664
2023,10,23,6,30,155565,3.773333333333333,71.26666666666667,63.0
2023,10,23,7,0,155565,4.54,70.93333333333334,63.666666666666664
2023,10,23,7,30,155565,5.386666666666666,69.6,64.8
2023,10,23,8,0,155565,4.013333333333333,67.66666666666667,65.2
2023,10,23,8,30,155565,3.2466666666666657,66.86666666666666,65.86666666666666
2023,10,23,9,0,155565,2.6933333333333334,66.86666666666666,66.0
2023,10,23,9,30,155565,2.8200000000000003,66.53333333333333,66.0
2023,10,23,10,0,155565,4.026666666666666,65.4,66.66666666666667
2023,10,23,10,30,155565,3.62,62.8,67.93333333333334
2023,10,23,11,0,155565,2.18,57.86666666666667,69.86666666666666
2023,10,23,11,30,155565,2.2199999999999998,55.93333333333333,70.26666666666667
2023,10,23,12,0,155565,1.72,54.13333333333333,71.13333333333334
2023,10,23,12,30,155565,1.6866666666666665,51.0,73.2
2023,10,23,13,0,155565,3.6799999999999997,48.266666666666666,74.8
2023,10,23,13,30,155565,3.7933333333333326,48.0,75.13333333333334
